# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-24 18:07:02 -05:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12092000 PUYALLUP RIVER NEAR ELECTRON, WA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 12092000
#    TS_ID       Parameter Description
#    150830      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#
agency_cd	site_no	datetime	tz_cd	Flux	Letter
USGS	12092000	2021-05-12 14:15	PDT	464	A
USGS	12092000	2021-05-12 14:30	PDT	476	A
USGS	12092000	2021-05-12 14:45	PDT	470	A
USGS	12092000	2021-05-12 15:00	PDT	476	A
USGS	12092000	2021-05-12 15:15	PDT	476	A
USGS	12092000	2021-05-12 15:30	PDT	476	A
USGS	12092000	2021-05-12 15:45	PDT	482	A
USGS	12092000	2021-05-12 16:00	PDT	476	A
USGS	12092000	2021-05-12 16:15	PDT	470	A
USGS	12092000	2021-05-12 16:30	PDT	470	A
USGS	12092000	2021-05-12 16:45	PDT	464	A
USGS	12092000	2021-05-12 17:00	PDT	464	A
USGS	12092000	2021-05-12 17:15	PDT	464	A
USGS	12092000	2021-05-12 17:30	PDT	470	A
USGS	12092000	2021-05-12 17:45	PDT	470	A
USGS	12092000	2021-05-12 18:00	PDT	488	A
USGS	12092000	2021-05-12 18:15	PDT	482	A
USGS	12092000	2021-05-12 18:30	PDT	476	A
USGS	12092000	2021-05-12 18:45	PDT	482	A
USGS	12092000	2021-05-12 19:00	PDT	494	A
USGS	12092000	2021-05-12 19:15	PDT	500	A
USGS	12092000	2021-05-12 19:30	PDT	488	A
USGS	12092000	2021-05-12 19:45	PDT	500	A
USGS	12092000	2021-05-12 20:00	PDT	506	A
USGS	12092000	2021-05-12 20:15	PDT	506	A
USGS	12092000	2021-05-12 20:30	PDT	513	A
USGS	12092000	2021-05-12 20:45	PDT	519	A
USGS	12092000	2021-05-12 21:00	PDT	519	A
USGS	12092000	2021-05-12 21:15	PDT	532	A
USGS	12092000	2021-05-12 21:30	PDT	525	A
USGS	12092000	2021-05-12 21:45	PDT	525	A
USGS	12092000	2021-05-12 22:00	PDT	538	A
USGS	12092000	2021-05-12 22:15	PDT	538	A
USGS	12092000	2021-05-12 22:30	PDT	532	A
USGS	12092000	2021-05-12 22:45	PDT	532	A
USGS	12092000	2021-05-12 23:00	PDT	558	A
USGS	12092000	2021-05-12 23:15	PDT	532	A
USGS	12092000	2021-05-12 23:30	PDT	558	A
USGS	12092000	2021-05-12 23:45	PDT	564	A
USGS	12092000	2021-05-13 00:00	PDT	558	A
USGS	12092000	2021-05-13 00:15	PDT	551	A
USGS	12092000	2021-05-13 00:30	PDT	551	A
USGS	12092000	2021-05-13 00:45	PDT	551	A
USGS	12092000	2021-05-13 01:00	PDT	551	A
USGS	12092000	2021-05-13 01:15	PDT	564	A
USGS	12092000	2021-05-13 01:30	PDT	545	A
USGS	12092000	2021-05-13 01:45	PDT	558	A
USGS	12092000	2021-05-13 02:00	PDT	551	A
USGS	12092000	2021-05-13 02:15	PDT	564	A
USGS	12092000	2021-05-13 02:30	PDT	564	A
USGS	12092000	2021-05-13 02:45	PDT	564	A
USGS	12092000	2021-05-13 03:00	PDT	564	A
USGS	12092000	2021-05-13 03:15	PDT	564	A
USGS	12092000	2021-05-13 03:30	PDT	564	A
USGS	12092000	2021-05-13 03:45	PDT	558	A
USGS	12092000	2021-05-13 04:00	PDT	564	A
USGS	12092000	2021-05-13 04:15	PDT	565	A
USGS	12092000	2021-05-13 04:30	PDT	571	A
USGS	12092000	2021-05-13 04:45	PDT	565	A
USGS	12092000	2021-05-13 05:00	PDT	565	A
USGS	12092000	2021-05-13 05:15	PDT	571	A
USGS	12092000	2021-05-13 05:30	PDT	565	A
USGS	12092000	2021-05-13 05:45	PDT	565	A
USGS	12092000	2021-05-13 06:00	PDT	571	A
USGS	12092000	2021-05-13 06:15	PDT	558	A
USGS	12092000	2021-05-13 06:30	PDT	565	A
USGS	12092000	2021-05-13 06:45	PDT	558	A
USGS	12092000	2021-05-13 07:00	PDT	558	A
USGS	12092000	2021-05-13 07:15	PDT	558	A
USGS	12092000	2021-05-13 07:30	PDT	565	A
USGS	12092000	2021-05-13 07:45	PDT	558	A
USGS	12092000	2021-05-13 08:00	PDT	571	A
USGS	12092000	2021-05-13 08:15	PDT	558	A
USGS	12092000	2021-05-13 08:30	PDT	545	A
USGS	12092000	2021-05-13 08:45	PDT	565	A
USGS	12092000	2021-05-13 09:00	PDT	558	A
USGS	12092000	2021-05-13 09:15	PDT	565	A
USGS	12092000	2021-05-13 09:30	PDT	558	A
USGS	12092000	2021-05-13 09:45	PDT	565	A
USGS	12092000	2021-05-13 10:00	PDT	565	A
USGS	12092000	2021-05-13 10:15	PDT	558	A
USGS	12092000	2021-05-13 10:30	PDT	558	A
USGS	12092000	2021-05-13 10:45	PDT	571	A
USGS	12092000	2021-05-13 11:00	PDT	578	A
USGS	12092000	2021-05-13 11:15	PDT	572	A
USGS	12092000	2021-05-13 11:30	PDT	558	A
USGS	12092000	2021-05-13 11:45	PDT	565	A
USGS	12092000	2021-05-13 12:00	PDT	565	A
USGS	12092000	2021-05-13 12:15	PDT	565	A
USGS	12092000	2021-05-13 12:30	PDT	565	A
USGS	12092000	2021-05-13 12:45	PDT	565	A
USGS	12092000	2021-05-13 13:00	PDT	558	A
USGS	12092000	2021-05-13 13:15	PDT	565	A
USGS	12092000	2021-05-13 13:30	PDT	558	A
USGS	12092000	2021-05-13 13:45	PDT	572	A
USGS	12092000	2021-05-13 14:00	PDT	552	A
USGS	12092000	2021-05-13 14:15	PDT	558	A
USGS	12092000	2021-05-13 14:30	PDT	558	A
USGS	12092000	2021-05-13 14:45	PDT	545	A
USGS	12092000	2021-05-13 15:00	PDT	558	A
USGS	12092000	2021-05-13 15:15	PDT	552	A
USGS	12092000	2021-05-13 15:30	PDT	552	A
USGS	12092000	2021-05-13 15:45	PDT	572	A
USGS	12092000	2021-05-13 16:00	PDT	558	A
USGS	12092000	2021-05-13 16:15	PDT	552	A
USGS	12092000	2021-05-13 16:30	PDT	552	A
USGS	12092000	2021-05-13 16:45	PDT	552	A
USGS	12092000	2021-05-13 17:00	PDT	572	A
USGS	12092000	2021-05-13 17:15	PDT	572	A
USGS	12092000	2021-05-13 17:30	PDT	565	A
USGS	12092000	2021-05-13 17:45	PDT	585	A
USGS	12092000	2021-05-13 18:00	PDT	585	A
USGS	12092000	2021-05-13 18:15	PDT	585	A
USGS	12092000	2021-05-13 18:30	PDT	579	A
USGS	12092000	2021-05-13 18:45	PDT	599	A
USGS	12092000	2021-05-13 19:00	PDT	592	A
USGS	12092000	2021-05-13 19:15	PDT	613	A
USGS	12092000	2021-05-13 19:30	PDT	606	A
USGS	12092000	2021-05-13 19:45	PDT	613	A
USGS	12092000	2021-05-13 20:00	PDT	599	A
USGS	12092000	2021-05-13 20:15	PDT	613	A
USGS	12092000	2021-05-13 20:30	PDT	613	A
USGS	12092000	2021-05-13 20:45	PDT	620	A
USGS	12092000	2021-05-13 21:00	PDT	634	A
USGS	12092000	2021-05-13 21:15	PDT	627	A
USGS	12092000	2021-05-13 21:30	PDT	620	A
USGS	12092000	2021-05-13 21:45	PDT	627	A
USGS	12092000	2021-05-13 22:00	PDT	634	A
USGS	12092000	2021-05-13 22:15	PDT	649	A
USGS	12092000	2021-05-13 22:30	PDT	642	A
USGS	12092000	2021-05-13 22:45	PDT	627	A
USGS	12092000	2021-05-13 23:00	PDT	634	A
USGS	12092000	2021-05-13 23:15	PDT	642	A
USGS	12092000	2021-05-13 23:30	PDT	642	A
USGS	12092000	2021-05-13 23:45	PDT	634	A
USGS	12092000	2021-05-14 00:00	PDT	649	A
USGS	12092000	2021-05-14 00:15	PDT	634	A
USGS	12092000	2021-05-14 00:30	PDT	642	A
USGS	12092000	2021-05-14 00:45	PDT	649	A
USGS	12092000	2021-05-14 01:00	PDT	642	A
USGS	12092000	2021-05-14 01:15	PDT	627	A
USGS	12092000	2021-05-14 01:30	PDT	642	A
USGS	12092000	2021-05-14 01:45	PDT	656	A
USGS	12092000	2021-05-14 02:00	PDT	671	A
USGS	12092000	2021-05-14 02:15	PDT	649	A
USGS	12092000	2021-05-14 02:30	PDT	649	A
USGS	12092000	2021-05-14 02:45	PDT	649	A
USGS	12092000	2021-05-14 03:00	PDT	656	A
USGS	12092000	2021-05-14 03:15	PDT	635	A
USGS	12092000	2021-05-14 03:30	PDT	656	A
USGS	12092000	2021-05-14 03:45	PDT	642	A
USGS	12092000	2021-05-14 04:00	PDT	642	A
USGS	12092000	2021-05-14 04:15	PDT	642	A
USGS	12092000	2021-05-14 04:30	PDT	649	A
USGS	12092000	2021-05-14 04:45	PDT	635	A
USGS	12092000	2021-05-14 05:00	PDT	656	A
USGS	12092000	2021-05-14 05:15	PDT	635	A
USGS	12092000	2021-05-14 05:30	PDT	642	A
USGS	12092000	2021-05-14 05:45	PDT	664	A
USGS	12092000	2021-05-14 06:00	PDT	628	A
USGS	12092000	2021-05-14 06:15	PDT	642	A
USGS	12092000	2021-05-14 06:30	PDT	642	A
USGS	12092000	2021-05-14 06:45	PDT	642	A
USGS	12092000	2021-05-14 07:00	PDT	635	A
USGS	12092000	2021-05-14 07:15	PDT	642	A
USGS	12092000	2021-05-14 07:30	PDT	649	A
USGS	12092000	2021-05-14 07:45	PDT	642	A
USGS	12092000	2021-05-14 08:00	PDT	649	A
USGS	12092000	2021-05-14 08:15	PDT	642	A
USGS	12092000	2021-05-14 08:30	PDT	649	A
USGS	12092000	2021-05-14 08:45	PDT	642	A
USGS	12092000	2021-05-14 09:00	PDT	635	A
USGS	12092000	2021-05-14 09:15	PDT	628	A
USGS	12092000	2021-05-14 09:30	PDT	635	A
USGS	12092000	2021-05-14 09:45	PDT	657	A
USGS	12092000	2021-05-14 10:00	PDT	628	A
USGS	12092000	2021-05-14 10:15	PDT	635	A
USGS	12092000	2021-05-14 10:30	PDT	642	A
USGS	12092000	2021-05-14 10:45	PDT	635	A
USGS	12092000	2021-05-14 11:00	PDT	642	A
USGS	12092000	2021-05-14 11:15	PDT	649	A
USGS	12092000	2021-05-14 11:30	PDT	635	A
USGS	12092000	2021-05-14 11:45	PDT	649	A
USGS	12092000	2021-05-14 12:00	PDT	642	A
USGS	12092000	2021-05-14 12:15	PDT	650	A
USGS	12092000	2021-05-14 12:30	PDT	650	A
USGS	12092000	2021-05-14 12:45	PDT	635	A
USGS	12092000	2021-05-14 13:00	PDT	635	A
USGS	12092000	2021-05-14 13:15	PDT	628	A
USGS	12092000	2021-05-14 13:30	PDT	642	A
USGS	12092000	2021-05-14 13:45	PDT	642	A
USGS	12092000	2021-05-14 14:00	PDT	635	A
USGS	12092000	2021-05-14 14:15	PDT	621	A
USGS	12092000	2021-05-14 14:30	PDT	628	A
USGS	12092000	2021-05-14 14:45	PDT	621	A
USGS	12092000	2021-05-14 15:00	PDT	621	A
USGS	12092000	2021-05-14 15:15	PDT	628	A
USGS	12092000	2021-05-14 15:30	PDT	628	A
USGS	12092000	2021-05-14 15:45	PDT	607	A
USGS	12092000	2021-05-14 16:00	PDT	635	A
USGS	12092000	2021-05-14 16:15	PDT	628	A
USGS	12092000	2021-05-14 16:30	PDT	628	A
USGS	12092000	2021-05-14 16:45	PDT	628	A
USGS	12092000	2021-05-14 17:00	PDT	635	A
USGS	12092000	2021-05-14 17:15	PDT	650	A
USGS	12092000	2021-05-14 17:30	PDT	650	A
USGS	12092000	2021-05-14 17:45	PDT	643	A
USGS	12092000	2021-05-14 18:00	PDT	657	A
USGS	12092000	2021-05-14 18:15	PDT	657	A
USGS	12092000	2021-05-14 18:30	PDT	657	A
USGS	12092000	2021-05-14 18:45	PDT	664	A
USGS	12092000	2021-05-14 19:00	PDT	672	A
USGS	12092000	2021-05-14 19:15	PDT	679	A
USGS	12092000	2021-05-14 19:30	PDT	672	A
USGS	12092000	2021-05-14 19:45	PDT	672	A
USGS	12092000	2021-05-14 20:00	PDT	687	A
USGS	12092000	2021-05-14 20:15	PDT	694	A
USGS	12092000	2021-05-14 20:30	PDT	710	A
USGS	12092000	2021-05-14 20:45	PDT	694	A
USGS	12092000	2021-05-14 21:00	PDT	733	A
USGS	12092000	2021-05-14 21:15	PDT	694	A
USGS	12092000	2021-05-14 21:30	PDT	717	A
USGS	12092000	2021-05-14 21:45	PDT	725	A
USGS	12092000	2021-05-14 22:00	PDT	717	A
USGS	12092000	2021-05-14 22:15	PDT	733	A
USGS	12092000	2021-05-14 22:30	PDT	749	A
USGS	12092000	2021-05-14 22:45	PDT	733	A
USGS	12092000	2021-05-14 23:00	PDT	741	A
USGS	12092000	2021-05-14 23:15	PDT	749	A
USGS	12092000	2021-05-14 23:30	PDT	757	A
USGS	12092000	2021-05-14 23:45	PDT	733	A
USGS	12092000	2021-05-15 00:00	PDT	733	A
USGS	12092000	2021-05-15 00:15	PDT	749	A
USGS	12092000	2021-05-15 00:30	PDT	741	A
USGS	12092000	2021-05-15 00:45	PDT	725	A
USGS	12092000	2021-05-15 01:00	PDT	741	A
USGS	12092000	2021-05-15 01:15	PDT	741	A
USGS	12092000	2021-05-15 01:30	PDT	741	A
USGS	12092000	2021-05-15 01:45	PDT	749	A
USGS	12092000	2021-05-15 02:00	PDT	741	A
USGS	12092000	2021-05-15 02:15	PDT	757	A
USGS	12092000	2021-05-15 02:30	PDT	733	A
USGS	12092000	2021-05-15 02:45	PDT	733	A
USGS	12092000	2021-05-15 03:00	PDT	749	A
USGS	12092000	2021-05-15 03:15	PDT	733	A
USGS	12092000	2021-05-15 03:30	PDT	741	A
USGS	12092000	2021-05-15 03:45	PDT	749	A
USGS	12092000	2021-05-15 04:00	PDT	725	A
USGS	12092000	2021-05-15 04:15	PDT	757	A
USGS	12092000	2021-05-15 04:30	PDT	733	A
USGS	12092000	2021-05-15 04:45	PDT	749	A
USGS	12092000	2021-05-15 05:00	PDT	741	A
USGS	12092000	2021-05-15 05:15	PDT	741	A
USGS	12092000	2021-05-15 05:30	PDT	741	A
USGS	12092000	2021-05-15 05:45	PDT	733	A
USGS	12092000	2021-05-15 06:00	PDT	733	A
USGS	12092000	2021-05-15 06:15	PDT	718	A
USGS	12092000	2021-05-15 06:30	PDT	733	A
USGS	12092000	2021-05-15 06:45	PDT	749	A
USGS	12092000	2021-05-15 07:00	PDT	726	A
USGS	12092000	2021-05-15 07:15	PDT	726	A
USGS	12092000	2021-05-15 07:30	PDT	718	A
USGS	12092000	2021-05-15 07:45	PDT	726	A
USGS	12092000	2021-05-15 08:00	PDT	710	A
USGS	12092000	2021-05-15 08:15	PDT	726	A
USGS	12092000	2021-05-15 08:30	PDT	718	A
USGS	12092000	2021-05-15 08:45	PDT	710	A
USGS	12092000	2021-05-15 09:00	PDT	718	A
USGS	12092000	2021-05-15 09:15	PDT	718	A
USGS	12092000	2021-05-15 09:30	PDT	741	A
USGS	12092000	2021-05-15 09:45	PDT	710	A
USGS	12092000	2021-05-15 10:00	PDT	726	A
USGS	12092000	2021-05-15 10:15	PDT	726	A
USGS	12092000	2021-05-15 10:30	PDT	726	A
USGS	12092000	2021-05-15 10:45	PDT	718	A
USGS	12092000	2021-05-15 11:00	PDT	718	A
USGS	12092000	2021-05-15 11:15	PDT	726	A
USGS	12092000	2021-05-15 11:30	PDT	718	A
USGS	12092000	2021-05-15 11:45	PDT	688	A
USGS	12092000	2021-05-15 12:00	PDT	726	A
USGS	12092000	2021-05-15 12:15	PDT	718	A
USGS	12092000	2021-05-15 12:30	PDT	726	A
USGS	12092000	2021-05-15 12:45	PDT	711	A
USGS	12092000	2021-05-15 13:00	PDT	703	A
USGS	12092000	2021-05-15 13:15	PDT	703	A
USGS	12092000	2021-05-15 13:30	PDT	703	A
USGS	12092000	2021-05-15 13:45	PDT	695	A
USGS	12092000	2021-05-15 14:00	PDT	711	A
USGS	12092000	2021-05-15 14:15	PDT	703	A
USGS	12092000	2021-05-15 14:30	PDT	703	A
USGS	12092000	2021-05-15 14:45	PDT	711	A
USGS	12092000	2021-05-15 15:00	PDT	695	A
USGS	12092000	2021-05-15 15:15	PDT	711	A
USGS	12092000	2021-05-15 15:30	PDT	688	A
USGS	12092000	2021-05-15 15:45	PDT	711	A
USGS	12092000	2021-05-15 16:00	PDT	718	A
USGS	12092000	2021-05-15 16:15	PDT	688	A
USGS	12092000	2021-05-15 16:30	PDT	711	A
USGS	12092000	2021-05-15 16:45	PDT	718	A
USGS	12092000	2021-05-15 17:00	PDT	696	A
USGS	12092000	2021-05-15 17:15	PDT	703	A
USGS	12092000	2021-05-15 17:30	PDT	711	A
USGS	12092000	2021-05-15 17:45	PDT	719	A
USGS	12092000	2021-05-15 18:00	PDT	726	A
USGS	12092000	2021-05-15 18:15	PDT	719	A
USGS	12092000	2021-05-15 18:30	PDT	734	A
USGS	12092000	2021-05-15 18:45	PDT	726	A
USGS	12092000	2021-05-15 19:00	PDT	766	A
USGS	12092000	2021-05-15 19:15	PDT	734	A
USGS	12092000	2021-05-15 19:30	PDT	750	A
USGS	12092000	2021-05-15 19:45	PDT	750	A
USGS	12092000	2021-05-15 20:00	PDT	782	A
USGS	12092000	2021-05-15 20:15	PDT	766	A
USGS	12092000	2021-05-15 20:30	PDT	766	A
USGS	12092000	2021-05-15 20:45	PDT	790	A
USGS	12092000	2021-05-15 21:00	PDT	790	A
USGS	12092000	2021-05-15 21:15	PDT	774	A
USGS	12092000	2021-05-15 21:30	PDT	766	A
USGS	12092000	2021-05-15 21:45	PDT	807	A
USGS	12092000	2021-05-15 22:00	PDT	782	A
USGS	12092000	2021-05-15 22:15	PDT	782	A
USGS	12092000	2021-05-15 22:30	PDT	799	A
USGS	12092000	2021-05-15 22:45	PDT	799	A
USGS	12092000	2021-05-15 23:00	PDT	807	A
USGS	12092000	2021-05-15 23:15	PDT	790	A
USGS	12092000	2021-05-15 23:30	PDT	807	A
USGS	12092000	2021-05-15 23:45	PDT	807	A
USGS	12092000	2021-05-16 00:00	PDT	791	A
USGS	12092000	2021-05-16 00:15	PDT	791	A
USGS	12092000	2021-05-16 00:30	PDT	799	A
USGS	12092000	2021-05-16 00:45	PDT	799	A
USGS	12092000	2021-05-16 01:00	PDT	807	A
USGS	12092000	2021-05-16 01:15	PDT	799	A
USGS	12092000	2021-05-16 01:30	PDT	807	A
USGS	12092000	2021-05-16 01:45	PDT	815	A
USGS	12092000	2021-05-16 02:00	PDT	766	A
USGS	12092000	2021-05-16 02:15	PDT	815	A
USGS	12092000	2021-05-16 02:30	PDT	774	A
USGS	12092000	2021-05-16 02:45	PDT	791	A
USGS	12092000	2021-05-16 03:00	PDT	791	A
USGS	12092000	2021-05-16 03:15	PDT	799	A
USGS	12092000	2021-05-16 03:30	PDT	807	A
USGS	12092000	2021-05-16 03:45	PDT	783	A
USGS	12092000	2021-05-16 04:00	PDT	783	A
USGS	12092000	2021-05-16 04:15	PDT	807	A
USGS	12092000	2021-05-16 04:30	PDT	816	A
USGS	12092000	2021-05-16 04:45	PDT	807	A
USGS	12092000	2021-05-16 05:00	PDT	791	A
USGS	12092000	2021-05-16 05:15	PDT	791	A
USGS	12092000	2021-05-16 05:30	PDT	783	A
USGS	12092000	2021-05-16 05:45	PDT	791	A
USGS	12092000	2021-05-16 06:00	PDT	758	A
USGS	12092000	2021-05-16 06:15	PDT	775	A
USGS	12092000	2021-05-16 06:30	PDT	783	A
USGS	12092000	2021-05-16 06:45	PDT	775	A
USGS	12092000	2021-05-16 07:00	PDT	783	A
USGS	12092000	2021-05-16 07:15	PDT	791	A
USGS	12092000	2021-05-16 07:30	PDT	775	A
USGS	12092000	2021-05-16 07:45	PDT	775	A
USGS	12092000	2021-05-16 08:00	PDT	783	A
USGS	12092000	2021-05-16 08:15	PDT	775	A
USGS	12092000	2021-05-16 08:30	PDT	791	A
USGS	12092000	2021-05-16 08:45	PDT	775	A
USGS	12092000	2021-05-16 09:00	PDT	799	A
USGS	12092000	2021-05-16 09:15	PDT	775	A
USGS	12092000	2021-05-16 09:30	PDT	767	A
USGS	12092000	2021-05-16 09:45	PDT	775	A
USGS	12092000	2021-05-16 10:00	PDT	775	A
USGS	12092000	2021-05-16 10:15	PDT	783	A
USGS	12092000	2021-05-16 10:30	PDT	783	A
USGS	12092000	2021-05-16 10:45	PDT	775	A
USGS	12092000	2021-05-16 11:00	PDT	791	A
USGS	12092000	2021-05-16 11:15	PDT	759	A
USGS	12092000	2021-05-16 11:30	PDT	799	A
USGS	12092000	2021-05-16 11:45	PDT	791	A
USGS	12092000	2021-05-16 12:00	PDT	791	A
USGS	12092000	2021-05-16 12:15	PDT	775	A
USGS	12092000	2021-05-16 12:30	PDT	783	A
USGS	12092000	2021-05-16 12:45	PDT	775	A
USGS	12092000	2021-05-16 13:00	PDT	767	A
USGS	12092000	2021-05-16 13:15	PDT	751	A
USGS	12092000	2021-05-16 13:30	PDT	767	A
USGS	12092000	2021-05-16 13:45	PDT	751	A
USGS	12092000	2021-05-16 14:00	PDT	759	A
USGS	12092000	2021-05-16 14:15	PDT	759	A
USGS	12092000	2021-05-16 14:30	PDT	751	A
USGS	12092000	2021-05-16 14:45	PDT	759	A
USGS	12092000	2021-05-16 15:00	PDT	751	A
USGS	12092000	2021-05-16 15:15	PDT	767	A
USGS	12092000	2021-05-16 15:30	PDT	751	A
USGS	12092000	2021-05-16 15:45	PDT	751	A
USGS	12092000	2021-05-16 16:00	PDT	759	A
USGS	12092000	2021-05-16 16:15	PDT	759	A
USGS	12092000	2021-05-16 16:30	PDT	775	A
USGS	12092000	2021-05-16 16:45	PDT	767	A
USGS	12092000	2021-05-16 17:00	PDT	767	A
USGS	12092000	2021-05-16 17:15	PDT	759	A
USGS	12092000	2021-05-16 17:30	PDT	767	A
USGS	12092000	2021-05-16 17:45	PDT	775	A
USGS	12092000	2021-05-16 18:00	PDT	775	A
USGS	12092000	2021-05-16 18:15	PDT	800	A
USGS	12092000	2021-05-16 18:30	PDT	783	A
USGS	12092000	2021-05-16 18:45	PDT	816	A
USGS	12092000	2021-05-16 19:00	PDT	816	A
USGS	12092000	2021-05-16 19:15	PDT	817	A
USGS	12092000	2021-05-16 19:30	PDT	800	A
USGS	12092000	2021-05-16 19:45	PDT	817	A
USGS	12092000	2021-05-16 20:00	PDT	842	A
USGS	12092000	2021-05-16 20:15	PDT	817	A
USGS	12092000	2021-05-16 20:30	PDT	825	A
USGS	12092000	2021-05-16 20:45	PDT	842	A
USGS	12092000	2021-05-16 21:00	PDT	825	A
USGS	12092000	2021-05-16 21:15	PDT	825	A
USGS	12092000	2021-05-16 21:30	PDT	825	A
USGS	12092000	2021-05-16 21:45	PDT	842	A
USGS	12092000	2021-05-16 22:00	PDT	859	A
USGS	12092000	2021-05-16 22:15	PDT	842	A
USGS	12092000	2021-05-16 22:30	PDT	851	A
USGS	12092000	2021-05-16 22:45	PDT	834	A
USGS	12092000	2021-05-16 23:00	PDT	842	A
USGS	12092000	2021-05-16 23:15	PDT	851	A
USGS	12092000	2021-05-16 23:30	PDT	842	A
USGS	12092000	2021-05-16 23:45	PDT	842	A
USGS	12092000	2021-05-17 00:00	PDT	825	A
USGS	12092000	2021-05-17 00:15	PDT	834	A
USGS	12092000	2021-05-17 00:30	PDT	842	A
USGS	12092000	2021-05-17 00:45	PDT	834	A
USGS	12092000	2021-05-17 01:00	PDT	842	A
USGS	12092000	2021-05-17 01:15	PDT	859	A
USGS	12092000	2021-05-17 01:30	PDT	868	A
USGS	12092000	2021-05-17 01:45	PDT	851	A
USGS	12092000	2021-05-17 02:00	PDT	842	A
USGS	12092000	2021-05-17 02:15	PDT	868	A
USGS	12092000	2021-05-17 02:30	PDT	851	A
USGS	12092000	2021-05-17 02:45	PDT	868	A
USGS	12092000	2021-05-17 03:00	PDT	868	A
USGS	12092000	2021-05-17 03:15	PDT	868	A
USGS	12092000	2021-05-17 03:30	PDT	842	A
USGS	12092000	2021-05-17 03:45	PDT	851	A
USGS	12092000	2021-05-17 04:00	PDT	868	A
USGS	12092000	2021-05-17 04:15	PDT	851	A
USGS	12092000	2021-05-17 04:30	PDT	860	A
USGS	12092000	2021-05-17 04:45	PDT	851	A
USGS	12092000	2021-05-17 05:00	PDT	842	A
USGS	12092000	2021-05-17 05:15	PDT	860	A
USGS	12092000	2021-05-17 05:30	PDT	868	A
USGS	12092000	2021-05-17 05:45	PDT	877	A
USGS	12092000	2021-05-17 06:00	PDT	877	A
USGS	12092000	2021-05-17 06:15	PDT	860	A
USGS	12092000	2021-05-17 06:30	PDT	843	A
USGS	12092000	2021-05-17 06:45	PDT	860	A
USGS	12092000	2021-05-17 07:00	PDT	860	A
USGS	12092000	2021-05-17 07:15	PDT	860	A
USGS	12092000	2021-05-17 07:30	PDT	851	A
USGS	12092000	2021-05-17 07:45	PDT	860	A
USGS	12092000	2021-05-17 08:00	PDT	860	A
USGS	12092000	2021-05-17 08:15	PDT	843	A
USGS	12092000	2021-05-17 08:30	PDT	843	A
USGS	12092000	2021-05-17 08:45	PDT	860	A
USGS	12092000	2021-05-17 09:00	PDT	860	A
USGS	12092000	2021-05-17 09:15	PDT	851	A
USGS	12092000	2021-05-17 09:30	PDT	826	A
USGS	12092000	2021-05-17 09:45	PDT	826	A
USGS	12092000	2021-05-17 10:00	PDT	851	A
USGS	12092000	2021-05-17 10:15	PDT	860	A
USGS	12092000	2021-05-17 10:30	PDT	843	A
USGS	12092000	2021-05-17 10:45	PDT	843	A
USGS	12092000	2021-05-17 11:00	PDT	834	A
USGS	12092000	2021-05-17 11:15	PDT	869	A
USGS	12092000	2021-05-17 11:30	PDT	851	A
USGS	12092000	2021-05-17 11:45	PDT	826	A
USGS	12092000	2021-05-17 12:00	PDT	860	A
USGS	12092000	2021-05-17 12:15	PDT	860	A
USGS	12092000	2021-05-17 12:30	PDT	834	A
USGS	12092000	2021-05-17 12:45	PDT	852	A
USGS	12092000	2021-05-17 13:00	PDT	843	A
USGS	12092000	2021-05-17 13:15	PDT	809	A
USGS	12092000	2021-05-17 13:30	PDT	886	A
USGS	12092000	2021-05-17 13:45	PDT	826	A
USGS	12092000	2021-05-17 14:00	PDT	852	A
USGS	12092000	2021-05-17 14:15	PDT	869	A
USGS	12092000	2021-05-17 14:30	PDT	843	A
USGS	12092000	2021-05-17 14:45	PDT	826	A
USGS	12092000	2021-05-17 15:00	PDT	835	A
USGS	12092000	2021-05-17 15:15	PDT	843	A
USGS	12092000	2021-05-17 15:30	PDT	826	A
USGS	12092000	2021-05-17 15:45	PDT	843	A
USGS	12092000	2021-05-17 16:00	PDT	843	A
USGS	12092000	2021-05-17 16:15	PDT	835	A
USGS	12092000	2021-05-17 16:30	PDT	860	A
USGS	12092000	2021-05-17 16:45	PDT	860	A
USGS	12092000	2021-05-17 17:00	PDT	843	A
USGS	12092000	2021-05-17 17:15	PDT	835	A
USGS	12092000	2021-05-17 17:30	PDT	835	A
USGS	12092000	2021-05-17 17:45	PDT	835	A
USGS	12092000	2021-05-17 18:00	PDT	835	A
USGS	12092000	2021-05-17 18:15	PDT	843	A
USGS	12092000	2021-05-17 18:30	PDT	843	A
